,TIME,ADM_NM,TOTAL,population,GENDER,AGE
68314,17,마장동,16960.756,668.378,M,40
68315,17,사근동,27468.787,677.819,M,40
68316,17,행당1동,34373.377,1286.412,M,40
68317,17,행당2동,14559.48,490.068,M,40
68318,17,응봉동,8036.584,343.858,M,40
68319,17,금호1가동,12517.465,501.171,M,40
68320,17,금호2·3가동,16062.029,640.726,M,40
68321,17,금호4가동,11170.233,493.762,M,40
68322,17,옥수동,27379.216,1138.948,M,40
68323,17,성수1가1동,21730.431,1049.789,M,40
68324,17,성수1가2동,28740.43,1507.447,M,40
68325,17,성수2가1동,21782.906,980.2,M,40
68326,17,성수2가3동,49820.409,2338.761,M,40
68327,17,송정동,8533.107,399.97,M,40
68328,17,용답동,16227.601,737.256,M,40
68329,17,화양동,41757.295,1090.181,M,40
68330,17,군자동,25557.168,841.054,M,40
68331,17,중곡1동,14977.329,631.636,M,40
68332,17,중곡2동,14318.881,540.657,M,40
68333,17,중곡3동,13508.948,510.721,M,40
68334,17,중곡4동,21543.017,722.966,M,40
68335,17,능동,19596.487,709.243,M,40
68336,17,광장동,32565.1,1110.873,M,40
68337,17,자양1동,23150.814,862.962,M,40
68338,17,자양2동,20491.15,803.854,M,40
68339,17,자양3동,25001.602,908.052,M,40
68340,17,자양4동,32166.241,1145.203,M,40
68341,17,구의1동,18953.699,728.232,M,40
68342,17,구의2동,16511.477,585.905,M,40
68343,17,구의3동,30146.943,1136.018,M,40
68344,17,용신동,42063.234,1663.194,M,40
68345,17,제기동,31047.821,959.836,M,40
68346,17,전농1동,35446.53,1282.113,M,40
68347,17,전농2동,14104.434,450.7,M,40
68348,17,답십리1동,21675.098,917.705,M,40
68349,17,답십리2동,17949.702,716.279,M,40
68350,17,장안1동,33209.036,1598.324,M,40
68351,17,장안2동,28607.121,1194.767,M,40
68352,17,청량리동,21785.526,731.587,M,40
68353,17,회기동,19307.085,433.534,M,40
68354,17,휘경1동,15002.31,468.544,M,40
68355,17,휘경2동,14739.042,508.179,M,40
68356,17,이문1동,28042.738,689.314,M,40
68357,17,이문2동,10137.113,348.931,M,40
68358,17,면목2동,15921.187,594.656,M,40
68359,17,면목4동,13121.243,518.126,M,40
68360,17,면목5동,10909.297,483.235,M,40
68361,17,면목본동,23918.372,862.983,M,40
68362,17,면목7동,13749.573,522.818,M,40
68363,17,면목3·8동,18527.741,661.28,M,40
68364,17,상봉1동,15952.073,599.487,M,40
68365,17,상봉2동,25443.173,854.795,M,40
68366,17,중화1동,12547.041,425.679,M,40
68367,17,중화2동,23637.846,848.931,M,40
68368,17,묵1동,22154.849,782.266,M,40
68369,17,묵2동,17796.457,648.519,M,40
68370,17,망우본동,39557.075,1476.271,M,40
68371,17,망우3동,8616.388,302.978,M,40
68372,17,신내1동,32012.789,1135.426,M,40
68373,17,신내2동,13460.266,517.84,M,40
68374,17,성북동,19899.544,664.341,M,40
68375,17,삼선동,27952.487,896.704,M,40
68376,17,동선동,25920.423,736.8,M,40
68377,17,돈암1동,8559.346,253.792,M,40
68378,17,돈암2동,10745.178,316.423,M,40
68379,17,안암동,32019.029,735.195,M,40
68380,17,보문동,14136.217,501.356,M,40
68381,17,정릉1동,11909.256,396.743,M,40
68382,17,정릉2동,15546.74,543.145,M,40
68383,17,정릉3동,16739.605,394.623,M,40
68384,17,정릉4동,15817.489,522.315,M,40
68385,17,길음1동,32356.024,1037.075,M,40
68386,17,길음2동,19249.114,682.819,M,40
68387,17,종암동,34869.784,1120.024,M,40
68388,17,월곡1동,26685.347,869.144,M,40
68389,17,월곡2동,22175.761,722.876,M,40
68390,17,장위1동,16673.077,576.075,M,40
68391,17,장위2동,12414.653,395.663,M,40
68392,17,장위3동,9151.205,342.021,M,40
68393,17,석관동,25248.428,878.617,M,40
68394,17,삼양동,19174.556,687.22,M,40
68395,17,미아동,21324.283,651.624,M,40
68396,17,송중동,33765.81,1092.731,M,40
68397,17,송천동,21499.968,643.025,M,40
68398,17,삼각산동,15509.487,485.749,M,40
68399,17,번1동,16980.343,625.764,M,40
68400,17,번2동,8589.313,286.057,M,40
68401,17,번3동,12611.728,409.551,M,40
68402,17,수유1동,13004.016,456.28,M,40
68403,17,수유2동,16654.638,586.632,M,40
68404,17,수유3동,25360.525,945.269,M,40
68405,17,우이동,16049.434,573.168,M,40
68406,17,인수동,22662.022,756.212,M,40
68407,17,창1동,18786.811,623.004,M,40
68408,17,창2동,26108.603,951.603,M,40
68409,17,창3동,9396.113,300.785,M,40
68410,17,창4동,25835.762,864.343,M,40
68411,17,창5동,18030.074,590.484,M,40
68412,17,도봉1동,16351.48,501.007,M,40
68413,17,도봉2동,17620.641,550.01,M,40
68414,17,쌍문1동,13924.768,435.874,M,40
68415,17,쌍문2동,15685.274,554.259,M,40
68416,17,쌍문3동,14813.445,483.076,M,40
68417,17,쌍문4동,10541.383,293.626,M,40
68418,17,방학1동,25275.499,861.613,M,40
68419,17,방학2동,9235.271,296.302,M,40
68420,17,방학3동,16018.574,475.362,M,40
68421,17,월계1동,21177.062,598.621,M,40
68422,17,월계2동,15286.013,456.39,M,40
68423,17,월계3동,20180.578,720.767,M,40
68424,17,공릉1동,37872.391,1317.947,M,40
68425,17,공릉2동,44905.808,1337.947,M,40
68426,17,하계1동,22337.599,631.967,M,40
68427,17,하계2동,11951.008,356.641,M,40
68428,17,중계본동,20326.269,510.939,M,40
68429,17,중계1동,22579.55,561.187,M,40
68430,17,중계4동,13657.936,370.833,M,40
68431,17,중계2·3동,27075.164,833.161,M,40
68432,17,상계1동,30387.083,998.57,M,40
68433,17,상계2동,31018.626,948.724,M,40
68434,17,상계3·4동,17936.508,533.487,M,40
68435,17,상계5동,14628.721,441.373,M,40
68436,17,상계6·7동,44162.855,1370.688,M,40
68437,17,상계8동,13698.405,432.009,M,40
68438,17,상계9동,13969.476,402.039,M,40
68439,17,상계10동,12875.632,399.513,M,40
68440,17,녹번동,28132.753,946.31,M,40
68441,17,불광1동,23034.469,737.104,M,40
68442,17,불광2동,16616.599,547.708,M,40
68443,17,갈현1동,16316.895,494.538,M,40
68444,17,갈현2동,19351.564,604.84,M,40
68445,17,구산동,20484.39,637.593,M,40
68446,17,대조동,51957.933,1894.152,M,40
68447,17,응암1동,20804.339,746.878,M,40
68448,17,응암2동,13142.033,561.22,M,40
68449,17,응암3동,20861.901,732.494,M,40
68450,17,역촌동,36326.029,1279.207,M,40
68451,17,신사1동,19715.044,619.375,M,40
68452,17,신사2동,11626.423,412.569,M,40
68453,17,증산동,12029.23,481.385,M,40
68454,17,수색동,13638.207,594.968,M,40
68455,17,진관동,52161.136,1537.569,M,40
68456,17,천연동,12852.229,466.99,M,40
68457,17,북아현동,44174.741,2655.5,M,40
68458,17,충현동,54716.496,3132.04,M,40
68459,17,신촌동,70841.874,1744.077,M,40
68460,17,연희동,35096.262,1198.033,M,40
68461,17,홍제1동,20213.192,669.132,M,40
68462,17,홍제3동,14543.514,427.309,M,40
68463,17,홍제2동,8374.58,251.454,M,40
68464,17,홍은1동,11744.633,414.437,M,40
68465,17,홍은2동,19389.018,640.441,M,40
68466,17,남가좌1동,9256.744,312.216,M,40
68467,17,남가좌2동,21722.819,701.676,M,40
68468,17,북가좌1동,10939.844,358.711,M,40
68469,17,북가좌2동,25292.112,917.115,M,40
68470,17,아현동,29048.836,1276.274,M,40
68471,17,공덕동,31769.584,1430.159,M,40
68472,17,도화동,18192.161,835.369,M,40
68473,17,용강동,23392.481,1087.852,M,40
68474,17,대흥동,25651.515,775.904,M,40
68475,17,염리동,17756.857,751.729,M,40
68476,17,신수동,14863.819,546.577,M,40
68477,17,서강동,28423.892,920.12,M,40
68478,17,서교동,105756.797,3860.956,M,40
68479,17,합정동,23247.418,1101.674,M,40
68480,17,망원1동,18837.255,742.903,M,40
68481,17,망원2동,14929.612,576.08,M,40
68482,17,연남동,19244.321,788.239,M,40
68483,17,성산1동,18574.429,871.44,M,40
68484,17,성산2동,32358.914,1275.868,M,40
68485,17,상암동,55070.401,3198.486,M,40
68486,17,목1동,46158.086,1743.513,M,40
68487,17,목2동,17872.546,633.687,M,40
68488,17,목3동,16517.041,604.618,M,40
68489,17,목4동,14380.928,444.082,M,40
68490,17,목5동,39774.778,1129.076,M,40
68491,17,신월1동,12843.663,503.867,M,40
68492,17,신월2동,10970.839,405.496,M,40
68493,17,신월3동,12381.229,491.767,M,40
68494,17,신월4동,10453.242,351.304,M,40
68495,17,신월5동,8954.173,306.274,M,40
68496,17,신월6동,3780.297,165.037,M,40
68497,17,신월7동,13429.883,474.928,M,40
68498,17,신정1동,14912.811,523.32,M,40
68499,17,신정2동,12346.535,387.141,M,40
68500,17,신정3동,33235.25,1089.528,M,40
68501,17,신정4동,30733.994,1177.328,M,40
68502,17,신정6동,18004.109,583.522,M,40
68503,17,신정7동,20036.001,542.399,M,40
68504,17,염창동,25933.704,1170.46,M,40
68505,17,등촌1동,20686.636,1025.176,M,40
68506,17,등촌2동,12031.735,519.8,M,40
68507,17,등촌3동,37648.604,1559.253,M,40
68508,17,화곡1동,44883.594,1905.424,M,40
68509,17,화곡2동,11022.427,445.255,M,40
68510,17,화곡3동,17597.727,529.154,M,40
68511,17,화곡4동,13618.002,533.694,M,40
68512,17,화곡본동,20849.63,857.709,M,40
68513,17,화곡6동,19001.281,859.521,M,40
68514,17,화곡8동,38105.433,1625.135,M,40
68515,17,가양1동,49568.575,2938.146,M,40
68516,17,가양2동,16400.594,669.986,M,40
68517,17,가양3동,10792.991,587.941,M,40
68518,17,발산1동,31972.229,1184.017,M,40
68519,17,우장산동,31582.212,1188.522,M,40
68520,17,공항동,36557.123,1868.134,M,40
68521,17,방화1동,29829.602,1228.017,M,40
68522,17,방화2동,30221.132,1496.62,M,40
68523,17,방화3동,12542.235,536.052,M,40
68524,17,신도림동,35640.903,1400.062,M,40
68525,17,구로1동,13873.031,567.087,M,40
68526,17,구로2동,34091.662,1551.147,M,40
68527,17,구로3동,47590.568,3005.018,M,40
68528,17,구로4동,18554.691,756.412,M,40
68529,17,구로5동,34772.971,1619.704,M,40
68530,17,가리봉동,10416.744,728.034,M,40
68531,17,고척1동,27037.486,918.82,M,40
68532,17,고척2동,12667.391,387.721,M,40
68533,17,개봉1동,25323.569,983.82,M,40
68534,17,개봉2동,18886.782,639.382,M,40
68535,17,개봉3동,17807.117,703.086,M,40
68536,17,오류1동,17842.823,646.321,M,40
68537,17,오류2동,43805.267,1686.363,M,40
68538,17,수궁동,18049.48,605.991,M,40
68539,17,가산동,75657.17,5313.432,M,40
68540,17,독산1동,38403.027,1848.829,M,40
68541,17,독산2동,11055.155,447.16,M,40
68542,17,독산3동,14859.376,557.688,M,40
68543,17,독산4동,10685.07,450.133,M,40
68544,17,시흥1동,25852.041,993.226,M,40
68545,17,시흥2동,12431.18,370.86,M,40
68546,17,시흥3동,9358.308,404.73,M,40
68547,17,시흥4동,8517.648,287.819,M,40
68548,17,시흥5동,9948.416,382.369,M,40
68549,17,영등포본동,19348.002,773.777,M,40
68550,17,영등포동,58455.149,2603.49,M,40
68551,17,여의동,128748.297,8856.887,M,40
68552,17,당산1동,26601.646,1260.806,M,40
68553,17,당산2동,38368.958,1753.033,M,40
68554,17,도림동,12750.283,472.616,M,40
68555,17,문래동,43519.587,2199.849,M,40
68556,17,양평1동,17838.603,922.085,M,40
68557,17,양평2동,29049.043,1662.758,M,40
68558,17,신길1동,16791.063,634.034,M,40
68559,17,신길3동,11198.539,393.423,M,40
68560,17,신길4동,6219.07,264.19,M,40
68561,17,신길5동,8724.638,341.859,M,40
68562,17,신길6동,18775.27,716.773,M,40
68563,17,신길7동,15439.46,607.24,M,40
68564,17,대림1동,15926.676,610.108,M,40
68565,17,대림2동,16651.153,752.248,M,40
68566,17,대림3동,22837.314,976.814,M,40
68567,17,노량진1동,36512.676,1295.67,M,40
68568,17,노량진2동,16456.402,699.184,M,40
68569,17,상도1동,41232.583,1058.096,M,40
68570,17,상도2동,18190.334,604.531,M,40
68571,17,상도3동,14112.24,484.271,M,40
68572,17,상도4동,15695.647,596.731,M,40
68573,17,흑석동,33081.507,877.084,M,40
68574,17,사당1동,21822.038,826.075,M,40
68575,17,사당2동,34103.201,1241.724,M,40
68576,17,사당3동,15064.606,530.804,M,40
68577,17,사당4동,11716.215,434.322,M,40
68578,17,사당5동,9760.312,319.158,M,40
68579,17,대방동,37951.477,1337.594,M,40
68580,17,신대방1동,16997.994,594.931,M,40
68581,17,신대방2동,24332.104,1106.204,M,40
68582,17,보라매동,14773.366,637.584,M,40
68583,17,청림동,7703.866,246.933,M,40
68584,17,성현동,16888.018,599.649,M,40
68585,17,행운동,19878.178,684.023,M,40
68586,17,낙성대동,23908.359,809.852,M,40
68587,17,청룡동,36799.054,1374.644,M,40
68588,17,은천동,23941.41,823.663,M,40
68589,17,중앙동,13038.043,459.696,M,40
68590,17,인헌동,19123.706,660.093,M,40
68591,17,남현동,21656.275,752.631,M,40
68592,17,서원동,18063.323,749.033,M,40
68593,17,신원동,12356.335,514.271,M,40
68594,17,서림동,12971.52,586.702,M,40
68595,17,신사동,16826.082,607.958,M,40
68596,17,신림동,26352.672,1114.396,M,40
68597,17,난향동,7617.498,255.515,M,40
68598,17,조원동,32349.383,1859.322,M,40
68599,17,대학동,38327.995,1349.814,M,40
68600,17,삼성동,15896.757,577.483,M,40
68601,17,미성동,17382.375,612.047,M,40
68602,17,난곡동,14136.411,532.303,M,40
68603,17,서초1동,34649.307,1768.482,M,40
68604,17,서초2동,53920.504,3301.284,M,40
68605,17,서초3동,80432.395,4382.985,M,40
68606,17,서초4동,44893.202,2038.287,M,40
68607,17,잠원동,32123.752,1647.109,M,40
68608,17,반포본동,6219.192,307.75,M,40
68609,17,반포1동,35254.486,1826.802,M,40
68610,17,반포2동,26054.346,1034.422,M,40
68611,17,반포3동,28735.357,989.39,M,40
68612,17,반포4동,57406.079,2165.564,M,40
68613,17,방배본동,16678.225,654.468,M,40
68614,17,방배1동,23120.164,949.843,M,40
68615,17,방배2동,19733.085,900.514,M,40
68616,17,방배3동,17583.498,721.378,M,40
68617,17,방배4동,26403.835,988.869,M,40
68618,17,양재1동,57547.287,3029.782,M,40
68619,17,양재2동,44251.843,2753.171,M,40
68620,17,내곡동,25462.346,1136.979,M,40
68621,17,신사동,46908.157,2295.235,M,40
68622,17,논현1동,47228.485,2901.873,M,40
68623,17,논현2동,55489.833,3576.082,M,40
68624,17,압구정동,50050.772,2455.804,M,40
68625,17,청담동,45863.043,2356.277,M,40
68626,17,삼성1동,58343.245,3630.861,M,40
68627,17,삼성2동,40309.149,2232.97,M,40
68628,17,대치1동,28164.704,697.511,M,40
68629,17,대치2동,65430.992,2818.196,M,40
68630,17,대치4동,53466.248,2064.515,M,40
68631,17,역삼1동,127361.077,8280.959,M,40
68632,17,역삼2동,53861.28,2760.086,M,40
68633,17,도곡1동,40209.684,1902.675,M,40
68634,17,도곡2동,27176.064,1081.007,M,40
68635,17,개포1동,19081.755,669.389,M,40
68636,17,개포2동,28796.143,1025.242,M,40
68637,17,개포4동,14389.856,606.454,M,40
68638,17,세곡동,39911.159,1479.67,M,40
68639,17,일원본동,18208.849,563.462,M,40
68640,17,일원1동,13103.415,573.834,M,40
68641,17,개포3동,16554.525,659.613,M,40
68642,17,수서동,26496.228,1262.301,M,40
68643,17,풍납1동,13943.581,514.265,M,40
68644,17,풍납2동,27734.244,1050.03,M,40
68645,17,거여1동,10915.303,399.699,M,40
68646,17,거여2동,15993.389,583.975,M,40
68647,17,마천1동,7743.596,254.356,M,40
68648,17,마천2동,12335.253,442.008,M,40
68649,17,방이1동,22232.62,674.558,M,40
68650,17,방이2동,38313.943,1784.589,M,40
68651,17,오륜동,27942.549,836.876,M,40
68652,17,오금동,31371.466,1110.191,M,40
68653,17,송파1동,25063.505,977.98,M,40
68654,17,송파2동,14482.93,535.782,M,40
68655,17,석촌동,26016.456,1212.181,M,40
68656,17,삼전동,25017.502,1106.556,M,40
68657,17,가락본동,41098.174,2042.364,M,40
68658,17,가락1동,28070.513,1394.365,M,40
68659,17,가락2동,21983.397,791.168,M,40
68660,17,문정1동,20395.986,996.224,M,40
68661,17,문정2동,47722.604,3043.851,M,40
68662,17,장지동,27073.32,1152.936,M,40
68663,17,위례동,40812.961,1583.357,M,40
68664,17,잠실본동,35857.043,1421.102,M,40
68665,17,잠실2동,36923.476,1393.491,M,40
68666,17,잠실3동,58981.051,2176.768,M,40
68667,17,잠실4동,16067.672,655.082,M,40
68668,17,잠실6동,58437.802,3101.247,M,40
68669,17,잠실7동,10015.361,393.386,M,40
68670,17,강일동,42652.465,2031.923,M,40
68671,17,상일동,38430.499,1599.831,M,40
68672,17,명일1동,24065.598,816.065,M,40
68673,17,명일2동,16140.549,401.611,M,40
68674,17,고덕1동,21492.363,775.951,M,40
68675,17,고덕2동,22698.78,996.988,M,40
68676,17,암사1동,25895.912,1035.993,M,40
68677,17,암사2동,13293.55,544.905,M,40
68678,17,암사3동,12188.413,406.402,M,40
68679,17,천호1동,28537.986,1108.631,M,40
68680,17,천호2동,42006.945,1758.383,M,40
68681,17,천호3동,25125.088,1003.684,M,40
68682,17,성내1동,21537.507,824.565,M,40
68683,17,성내2동,23343.265,955.594,M,40
68684,17,성내3동,26627.084,1047.596,M,40
68685,17,길동,58511.956,2213.072,M,40
68686,17,둔촌1동,21081.164,826.126,M,40
68687,17,둔촌2동,23238.945,874.973,M,40
68688,18,청운효자동,15908.732,570.557,M,40
68689,18,사직동,32097.915,1625.565,M,40
68690,18,삼청동,7551.049,312.684,M,40
68691,18,부암동,11601.049,356.186,M,40
68692,18,평창동,16224.188,463.75,M,40
68693,18,무악동,4925.548,163.103,M,40
68694,18,교남동,8085.871,328.91,M,40
68695,18,가회동,6271.457,280.165,M,40
68696,18,종로1·2·3·4가동,84092.066,4178.733,M,40
68697,18,종로5·6가동,15404.739,663.414,M,40
68698,18,이화동,33086.795,1214.768,M,40
68699,18,혜화동,37958.304,903.232,M,40
68700,18,창신1동,7883.268,306.442,M,40
68701,18,창신2동,7501.85,249.931,M,40
68702,18,창신3동,3747.374,154.342,M,40
68703,18,숭인1동,8734.817,342.183,M,40
68704,18,숭인2동,12004.741,421.243,M,40
68705,18,소공동,31626.647,1885.528,M,40
68706,18,회현동,28726.363,1750.525,M,40
68707,18,명동,47013.905,2753.696,M,40
68708,18,필동,19720.605,870.585,M,40
68709,18,장충동,14028.133,594.99,M,40
68710,18,광희동,29973.037,1452.669,M,40
68711,18,을지로동,20123.344,1094.357,M,40
68712,18,신당동,18692.945,1005.289,M,40
68713,18,다산동,16372.674,725.459,M,40
68714,18,약수동,12700.299,530.386,M,40
68715,18,청구동,8008.599,294.015,M,40
68716,18,신당5동,7533.638,293.388,M,40
68717,18,동화동,11879.853,439.419,M,40
68718,18,황학동,11339.298,527.821,M,40
68719,18,중림동,8672.085,443.173,M,40
68720,18,후암동,10883.36,422.81,M,40
68721,18,용산2가동,13733.2,597.015,M,40
68722,18,남영동,20855.157,1008.487,M,40
68723,18,청파동,22182.461,766.338,M,40
68724,18,원효로1동,18579.916,1020.414,M,40
68725,18,원효로2동,12681.324,622.748,M,40
68726,18,효창동,9099.72,344.236,M,40
68727,18,용문동,6688.118,289.06,M,40
68728,18,한강로동,63541.279,3168.735,M,40
68729,18,이촌1동,25719.208,1100.841,M,40
68730,18,이촌2동,9402.248,413.002,M,40
68731,18,이태원1동,12903.726,655.583,M,40
68732,18,이태원2동,10167.014,613.915,M,40
68733,18,한남동,32608.63,1758.181,M,40
68734,18,서빙고동,13810.886,696.336,M,40
68735,18,보광동,7551.87,349.738,M,40
68736,18,왕십리2동,13350.912,519.81,M,40
68737,18,왕십리도선동,28144.043,1188.993,M,40
68738,18,마장동,17309.072,700.926,M,40
68739,18,사근동,27220.787,712.436,M,40
68740,18,행당1동,34743.545,1334.013,M,40
68741,18,행당2동,15720.768,585.554,M,40
68742,18,응봉동,8651.633,390.612,M,40
68743,18,금호1가동,13103.342,567.87,M,40
68744,18,금호2·3가동,17069.481,717.235,M,40
68745,18,금호4가동,11505.648,531.742,M,40
68746,18,옥수동,28817.14,1291.315,M,40
68747,18,성수1가1동,20210.174,964.871,M,40
68748,18,성수1가2동,25917.479,1325.472,M,40
68749,18,성수2가1동,20316.836,876.688,M,40
68750,18,성수2가3동,42017.666,1914.478,M,40
68751,18,송정동,8373.983,388.779,M,40
68752,18,용답동,16137.33,712.419,M,40
68753,18,화양동,44148.95,1161.416,M,40
68754,18,군자동,25238.52,844.938,M,40
68755,18,중곡1동,15840.482,658.146,M,40
68756,18,중곡2동,14940.219,570.305,M,40
68757,18,중곡3동,13920.829,538.232,M,40
68758,18,중곡4동,22599.81,757.679,M,40
68759,18,능동,18681.528,685.692,M,40
68760,18,광장동,32962.565,1163.697,M,40
68761,18,자양1동,23805.872,894.32,M,40
68762,18,자양2동,21130.829,830.848,M,40
68763,18,자양3동,25995.749,970.645,M,40
68764,18,자양4동,34496.71,1253.978,M,40
68765,18,구의1동,19859.65,767.231,M,40
68766,18,구의2동,17225.389,603.991,M,40
68767,18,구의3동,30155.06,1123.886,M,40
68768,18,용신동,40554.413,1623.695,M,40
68769,18,제기동,29619.779,929.264,M,40
68770,18,전농1동,36458.569,1376.759,M,40
68771,18,전농2동,14142.02,468.956,M,40
68772,18,답십리1동,22310.985,959.219,M,40
68773,18,답십리2동,18854.795,746.274,M,40
68774,18,장안1동,33249.791,1610.634,M,40
68775,18,장안2동,29761.594,1282.248,M,40
68776,18,청량리동,21518.26,730.216,M,40
68777,18,회기동,19414.282,434.032,M,40
68778,18,휘경1동,15442.161,487.58,M,40
68779,18,휘경2동,15013.699,518.759,M,40
68780,18,이문1동,27879.725,703.01,M,40
68781,18,이문2동,10580.885,380.003,M,40
68782,18,면목2동,16381.036,626.582,M,40
68783,18,면목4동,13561.082,556.119,M,40
68784,18,면목5동,11228.189,513.572,M,40
68785,18,면목본동,25190.968,914.324,M,40
68786,18,면목7동,14423.28,570.756,M,40
68787,18,면목3·8동,19358.994,722.663,M,40
68788,18,상봉1동,16428.78,637.921,M,40
68789,18,상봉2동,27175.053,937.171,M,40
68790,18,중화1동,13180.589,477.865,M,40
68791,18,중화2동,24857.907,906.314,M,40
68792,18,묵1동,23161.499,857.709,M,40
68793,18,묵2동,18414.762,680.367,M,40
68794,18,망우본동,40306.499,1550.891,M,40
68795,18,망우3동,8914.462,318.852,M,40
68796,18,신내1동,32771.505,1172.6,M,40
68797,18,신내2동,13467.633,508.553,M,40
68798,18,성북동,20366.165,690.762,M,40
68799,18,삼선동,28732.673,930.952,M,40
68800,18,동선동,26846.173,778.951,M,40
68801,18,돈암1동,8931.586,277.493,M,40
68802,18,돈암2동,11267.948,357.609,M,40
68803,18,안암동,30582.736,715.661,M,40
68804,18,보문동,14659.62,534.297,M,40
68805,18,정릉1동,12533.788,439.895,M,40
68806,18,정릉2동,16332.189,581.678,M,40
68807,18,정릉3동,15905.84,395.064,M,40
68808,18,정릉4동,16309.355,550.242,M,40
68809,18,길음1동,34074.73,1166.395,M,40
68810,18,길음2동,19745.691,737.703,M,40
68811,18,종암동,35867.515,1175.525,M,40
68812,18,월곡1동,26857.935,906.505,M,40
68813,18,월곡2동,22436.836,737.073,M,40
68814,18,장위1동,17631.545,626.542,M,40
68815,18,장위2동,12867.269,426.009,M,40
68816,18,장위3동,9463.649,376.088,M,40
68817,18,석관동,26402.5,968.373,M,40
68818,18,삼양동,20420.99,732.843,M,40
68819,18,미아동,21394.665,671.092,M,40
68820,18,송중동,34983.853,1167.212,M,40
68821,18,송천동,22077.705,698.244,M,40
68822,18,삼각산동,16157.284,534.151,M,40
68823,18,번1동,17303.923,650.152,M,40
68824,18,번2동,8689.648,284.168,M,40
68825,18,번3동,13062.247,431.325,M,40
68826,18,수유1동,13248.976,456.635,M,40
68827,18,수유2동,17238.552,625.035,M,40
68828,18,수유3동,26524.795,1003.969,M,40
68829,18,우이동,16118.53,591.192,M,40
68830,18,인수동,23260.524,781.018,M,40
68831,18,창1동,19540.578,663.76,M,40
68832,18,창2동,27324.488,1007.307,M,40
68833,18,창3동,9830.803,317.699,M,40
68834,18,창4동,25817.517,905.003,M,40
68835,18,창5동,18824.132,660.882,M,40
68836,18,도봉1동,16365.403,501.149,M,40
68837,18,도봉2동,18349.749,581.835,M,40
68838,18,쌍문1동,14080.949,442.886,M,40
68839,18,쌍문2동,16099.342,585.353,M,40
68840,18,쌍문3동,15690.219,541.438,M,40
68841,18,쌍문4동,10961.078,315.807,M,40
68842,18,방학1동,25919.253,896.061,M,40
68843,18,방학2동,9525.018,301.856,M,40
68844,18,방학3동,17012.093,513.327,M,40
68845,18,월계1동,21512.922,636.647,M,40
68846,18,월계2동,15659.53,496.904,M,40
68847,18,월계3동,20807.981,762.002,M,40
68848,18,공릉1동,39464.765,1403.785,M,40
68849,18,공릉2동,44154.087,1361.484,M,40
68850,18,하계1동,22435.786,658.208,M,40
68851,18,하계2동,12608.482,388.924,M,40
68852,18,중계본동,20850.947,541.023,M,40
68853,18,중계1동,23787.265,620.666,M,40
68854,18,중계4동,14078.004,396.443,M,40
68855,18,중계2·3동,27796.816,885.078,M,40
68856,18,상계1동,31448.126,1064.45,M,40
68857,18,상계2동,32469.072,1033.717,M,40
68858,18,상계3·4동,18780.491,587.829,M,40
68859,18,상계5동,15269.06,477.521,M,40
68860,18,상계6·7동,44250.725,1425.215,M,40
68861,18,상계8동,14642.29,479.263,M,40
68862,18,상계9동,14861.13,458.222,M,40
68863,18,상계10동,13127.903,421.833,M,40
68864,18,녹번동,28851.641,1006.399,M,40
68865,18,불광1동,24177.993,800.031,M,40
68866,18,불광2동,17594.336,587.296,M,40
68867,18,갈현1동,17466.227,534.466,M,40
68868,18,갈현2동,20342.415,650.749,M,40
68869,18,구산동,21266.617,693.298,M,40
68870,18,대조동,54597.782,2029.146,M,40
68871,18,응암1동,21995.186,823.149,M,40
68872,18,응암2동,13945.092,625.321,M,40
68873,18,응암3동,22110.723,820.652,M,40
68874,18,역촌동,38138.542,1372.412,M,40
68875,18,신사1동,21205.869,691.413,M,40
68876,18,신사2동,12222.196,452.558,M,40
68877,18,증산동,12800.871,519.068,M,40
68878,18,수색동,13966.611,615.614,M,40
68879,18,진관동,53555.028,1621.315,M,40
68880,18,천연동,13205.978,491.361,M,40
68881,18,북아현동,36872.448,2019.544,M,40
68882,18,충현동,46386.93,2482.436,M,40
68883,18,신촌동,67856.177,1689.187,M,40
68884,18,연희동,34961.659,1178.702,M,40
68885,18,홍제1동,20998.546,694.539,M,40
68886,18,홍제3동,15043.948,459.979,M,40
68887,18,홍제2동,9091.844,295.684,M,40
68888,18,홍은1동,12537.765,458.87,M,40
68889,18,홍은2동,19674.68,658.427,M,40
68890,18,남가좌1동,9516.041,343.516,M,40
68891,18,남가좌2동,22188.978,748.028,M,40
68892,18,북가좌1동,11688.328,406.338,M,40
68893,18,북가좌2동,26571.831,1001.687,M,40
68894,18,아현동,28912.405,1322.578,M,40
68895,18,공덕동,32506.643,1499.42,M,40
68896,18,도화동,19047.027,881.782,M,40
68897,18,용강동,23138.905,1100.824,M,40
68898,18,대흥동,25376.958,802.032,M,40
68899,18,염리동,18032.753,796.439,M,40
68900,18,신수동,15287.551,566.478,M,40
68901,18,서강동,28727.991,967.033,M,40
68902,18,서교동,105117.024,3775.455,M,40
68903,18,합정동,23662.883,1124.687,M,40
68904,18,망원1동,19448.034,771.555,M,40
68905,18,망원2동,15459.784,605.897,M,40
68906,18,연남동,19608.19,790.42,M,40
68907,18,성산1동,18698.859,849.605,M,40
68908,18,성산2동,33377.473,1326.447,M,40
68909,18,상암동,50214.703,2817.176,M,40
68910,18,목1동,46437.031,1758.401,M,40
68911,18,목2동,19045.996,702.488,M,40
